traffic_load,num_users,packet_count,avg_packet_size,allocated_bandwidth
0.01767687314943451,0.375,0.0,0.0044016506189821225,54218.0
0.028851304516720678,0.625,0.0,0.0,88490.0
0.044449633008028656,0.375,0.0,0.014374140302613483,136330.1
0.023949253109315196,0.75,0.0,0.006602475928473177,73455.4
0.25828639090744554,0.625,0.0,0.03411279229711142,792167.7999999999
0.036774058521063094,0.75,0.0,0.021595598349381018,112789.09999999999
0.03060484120370719,0.625,0.0,0.0056396148555708445,93868.09999999999
0.04258517365673452,0.625,0.0,0.0,130611.79999999999
0.030880778448867503,0.75,0.0,0.0,94714.4
0.024421016786524766,0.75,0.0,0.0,74902.29999999999
0.015866505714685453,0.75,0.0,0.0,48665.6
0.02428772700060779,0.375,0.0,0.0,74493.5
0.024090759388884588,0.625,0.0,0.0,73889.4
0.029813318981857753,0.75,0.0,0.0,91440.5
0.034802100044483184,0.75,0.0,0.0,106741.09999999999
0.04367248965007094,0.5,0.0,0.0,133946.6
0.021335951655977237,0.875,0.0,0.0,65440.399999999994
0.0272554788606736,0.5,0.0,0.0,83595.59999999999
0.03556052805578817,1.0,0.0,0.0,109067.2
0.03326333337213344,0.75,0.0,0.0,102021.7
0.035777580429772825,0.75,0.0,0.0,109732.9
0.025679737966887987,0.625,0.0,0.0,78762.79999999999
0.03343998798566039,0.625,0.0,0.0,102563.5
0.022798487526107337,0.625,0.0,0.0,69926.0
0.05079071198428093,0.625,0.0,0.0,155778.19999999998
0.03712645480437784,0.625,0.0,0.0,113869.9
0.03250787242798072,0.5,0.0,0.0,99704.7
0.02074892883169905,0.75,0.0,0.0,63639.99999999999
0.02583471016660995,0.75,0.0,0.0,79238.09999999999
0.02581782070743554,0.625,0.0,0.0,79186.29999999999
0.025444198482185387,0.625,0.0,0.0,78040.4
0.045760163745589055,0.875,0.0,0.0,140349.5
0.02954377234287154,0.875,0.0,0.0,90613.79999999999
0.0349022956198557,0.625,0.0,0.0,107048.4
0.032481168823610365,0.875,0.0,0.0,99622.79999999999
0.03235860612662849,0.875,0.0,0.0,99246.9
0.027077911303407493,0.625,0.0,0.0,83051.0
0.03304103157164862,0.625,0.0,0.0,101339.9
0.024057436942405346,0.625,0.0,0.0,73787.2
0.016674004451970145,0.625,0.0,0.022627235213204963,51142.2
0.021002727191184796,0.375,0.0,0.006602475928473177,64418.399999999994
0.018313879643431563,0.5,0.0,0.020907840440165068,56171.7
0.018999272155603954,0.625,0.0,0.023521320495185696,58273.799999999996
0.006765369579025665,0.375,0.0,0.026134800550206325,20752.399999999998
0.013107133263082311,0.625,0.0,0.026134800550206325,40202.6
0.01195979121889629,0.625,0.0,0.023521320495185696,36683.7
0.07437204876671571,0.625,0.0,0.023521320495185696,228102.19999999998
0.04071478017113587,0.875,0.0,0.026134800550206325,124875.29999999999
0.030321372172698827,0.5,0.0,0.02489683631361761,92998.7
0.00686054396383282,0.375,0.0,0.01966987620357634,21044.3
0.014077364221871804,0.5,0.0,0.01705639614855571,43178.299999999996
0.011232859766592239,0.625,0.0,0.025309491059147177,34454.2
0.010866997563124923,0.625,0.0,0.025309491059147177,33332.1
0.0212275395869523,0.625,0.0,0.023658872077028895,65107.899999999994
0.030434120724484762,0.5,0.0,0.025309491059147177,93344.5
0.05425738759779624,0.75,0.0,0.026134800550206325,166410.5
0.012912448010707003,0.625,0.0,0.026134800550206325,39605.5
0.025361577073791643,0.375,0.0,0.026134800550206325,77787.0
0.006653533970978887,0.375,0.0,0.026134800550206325,20409.399999999998
0.009770095660527348,0.375,0.0,0.01801925722145805,29967.899999999998
0.0041662187536446425,0.25,0.0,0.03528198074277854,12780.8
0.011981930104570857,0.375,0.0,0.036107290233837686,36751.6
0.010916752996909,0.5,0.0,0.01801925722145805,33484.7
0.007901299826472218,0.5,0.0,0.025309491059147177,24236.3
0.00794922937277798,0.375,0.0,0.026134800550206325,24383.3
0.006339253088773964,0.25,0.0,0.02448418156808803,19445.5
0.0030104319798714163,0.25,0.0,0.025309491059147177,9236.0
0.008001038929975161,0.5,0.0,0.036588720770288866,24542.199999999997
0.013067191974494177,0.375,0.0,0.012242090784044014,40080.1
0.004873065443687234,0.375,0.0,0.03314993122420909,14948.699999999999
0.004709648514378065,0.125,0.0,0.020770288858321877,14447.499999999998
0.01644325792189812,0.5,0.0,0.020770288858321877,50434.5
0.015245703972058443,0.375,0.0,0.020495185694635487,46761.6
0.012630348395307377,0.375,0.0,0.015680880330123798,38740.299999999996
0.01445988764857874,0.25,0.0,0.018294360385144426,44351.5
0.0160924592901269,0.375,0.0,0.015680880330123798,49358.6
0.039876013110785036,0.375,0.0,0.011829436038514447,122302.79999999999
0.14180344275648754,0.5,0.0,0.017469050894085292,434914.39999999997
0.016665103250513357,0.5,0.0,0.020495185694635487,51114.899999999994
0.004865077185969607,0.375,0.0,0.015680880330123798,14924.199999999999
0.007126895299731983,0.25,0.0,0.01306740027510317,21861.199999999997
0.007415613757240499,0.375,0.0,0.015680880330123798,22746.699999999997
0.009659172996219727,0.25,0.0,0.024415405777166443,29627.699999999997
0.012721414533288325,0.5,0.0,0.010453920220082534,39019.6
0.008543327511034636,0.25,0.0,0.015680880330123798,26205.399999999998
0.14647794293690805,0.5,0.0,0.0296423658872077,449251.1
0.06028669628712628,0.5,0.0,0.010453920220082534,184902.4
0.019896924087130438,0.375,0.0,0.014442916093535076,61026.899999999994
0.016620597243229437,0.5,0.0,0.018294360385144426,50978.399999999994
0.026914494374098322,0.5,0.0,0.023521320495185696,82549.79999999999
0.0061416007692463945,0.5,0.0,0.015337001375515823,18839.3
0.017574623450648884,0.625,0.0,0.04126547455295736,53904.399999999994
0.012528098696521751,0.625,0.0,0.24222833562585966,38426.7
0.010990473203845958,0.5,0.0,0.13878954607977995,33710.799999999996
0.016072602763800226,0.5,0.0,0.15529573590096285,49297.7
0.014693373009868236,0.625,0.0,0.2173314993122421,45067.6
0.026723232660744854,0.625,0.0,0.18486932599724898,81963.2
0.011529566481818382,0.5,0.0,0.15557083906464925,35364.2
0.061745352146364965,0.625,0.0,0.24951856946354883,189376.09999999998
0.028433632756056183,0.625,0.0,0.312585969738652,87209.0
0.012881179687640864,0.75,0.0,0.11788170563961485,39509.6
0.020022910323134153,0.375,0.0,0.1297111416781293,61413.299999999996
0.039336235125008244,0.5,0.0,0.056327372764786804,120647.29999999999
0.09614027928318396,0.625,0.0,0.0580467675378267,294865.39999999997
0.04677786777881473,0.5,0.0,0.046905089408528194,143470.8
0.0064462957421901656,0.625,0.0,0.02640990371389272,19773.8
0.012006123113658528,0.5,0.0,0.24422283356258595,36825.799999999996
0.014322717851770346,0.5,0.0,0.19979367262723524,43930.799999999996
0.016944692270630304,0.5,0.0,0.07262723521320495,51972.399999999994
0.04625680513969066,0.75,0.0,0.09951856946354883,141872.69999999998
0.11535683204870736,0.75,0.0,0.09050894085281981,353802.6
0.022174946952262856,0.5,0.0,0.6756533700137553,68013.59999999999
0.034024271978721106,0.75,0.0,0.6756533700137553,104355.5
0.014936216044484096,0.75,0.0,0.2718019257221458,45812.399999999994
0.032281462380669694,0.625,0.0,0.22840440165061898,99010.29999999999
0.01420015515478847,0.5,0.0,0.14786795048143053,43554.899999999994
0.04542374397770956,0.625,0.0,0.16519944979367263,139317.69999999998
0.028259032265942334,0.75,0.0,0.14449793672627237,86673.5
0.018330769102605973,0.5,0.0,0.022833562585969747,56223.5
0.048888821939681346,0.75,0.0,0.40055020632737276,149945.09999999998
0.027407255757308513,0.5,0.0,0.6756533700137553,84061.09999999999
0.009190148150227631,0.375,0.0,0.49222833562585977,28189.199999999997
0.02913157824464199,0.625,0.0,0.5789546079779917,89349.59999999999
0.012996210598774692,0.375,0.0,0.6756533700137553,39862.399999999994
0.15536499376573543,0.625,0.0,0.5390646492434663,476507.69999999995
0.02878853963465361,0.625,0.0,0.8698762035763411,88297.5
0.03807911159618855,0.875,0.0,0.8698762035763411,116791.7
0.028744490099239264,0.625,0.0,0.6756533700137553,88162.4
0.028723492393238646,0.75,0.0,0.5785419532324622,88098.0
0.014021902889717993,0.375,0.0,0.4233149931224209,43008.2
0.04239322723557668,0.75,0.0,0.6756533700137553,130023.09999999999
0.017332693359772184,0.5,0.0,0.48287482806052273,53162.399999999994
0.02455499128024611,0.625,0.0,0.6756533700137553,75313.2
0.01919920683447942,0.375,0.0,0.6756533700137553,58886.99999999999
0.014065724189197546,0.5,0.0,0.5785419532324622,43142.6
0.03388322217102129,0.75,0.0,0.6756533700137553,103922.9
0.03596907037906109,0.75,0.0,0.6756533700137553,110320.2
0.01758420935991004,0.625,0.0,0.5204264099037139,53933.799999999996
0.032690461175812195,0.625,0.0,0.6366574965612105,100264.7
0.01898443681984265,0.25,0.0,0.5218707015130674,58228.299999999996
0.05254584632281097,0.625,0.0,0.6756533700137553,161161.19999999998
0.018493273088175985,0.375,0.0,0.6756533700137553,56721.899999999994
0.018212542888385096,0.625,0.0,0.4814305364511692,55860.899999999994
0.015193666178926474,0.5,0.0,0.6756533700137553,46602.0
0.011673355120735668,0.375,0.0,0.5204264099037139,35805.2
0.023963631973206927,0.625,0.0,0.5962173314993122,73499.5
0.05971085702365277,0.5,0.0,0.6189821182943603,183136.3
0.026487464940107466,0.375,0.0,0.5785419532324622,81240.09999999999
0.05085256392260885,0.625,0.0,0.6756533700137553,155967.9
1.0,0.75,0.0,0.4814305364511692,3067004.6999999997
0.015175407304143325,0.625,0.0,0.19078404401650617,46546.0
0.07423875898079874,0.875,0.0,0.6756533700137553,227693.4
0.01912000896510752,0.625,0.0,0.15233837689133428,58644.1
0.030970703407174505,0.5,0.0,0.023246217331499314,94990.2
0.22032367963799954,0.375,0.0,0.27847317744154054,675736.1
0.05119058134203186,0.5,0.0,0.09642365887207703,157004.59999999998
0.019568720812903364,0.5,0.0,0.1270976616231087,60020.299999999996
0.019265395255568328,0.5,0.0,0.23947730398899586,59089.99999999999
0.025458349110142324,0.375,0.0,0.28046767537826683,78083.79999999999
0.021052482624968873,0.25,0.0,0.11169188445667126,64570.99999999999
0.038624367244400284,0.625,0.0,0.21100412654745532,118463.99999999999
0.014721446029847325,0.375,0.0,0.5160247592847318,45153.7
0.03476626700272126,0.5,0.0,0.6387207702888583,106631.2
0.0759461920089578,0.5,0.0,0.22558459422283356,232930.09999999998
0.030464932575681322,0.625,0.0,0.4162310866574966,93439.0
0.014710262469042648,0.375,0.0,0.5325997248968363,45119.399999999994
0.022724082611366013,0.5,0.0,0.03782668500687758,69697.79999999999
0.06415438243806647,0.5,0.0,0.1094910591471802,196764.59999999998
0.029461607406347377,0.75,0.0,0.15495185694635488,90361.79999999999
0.022763795664019357,0.375,0.0,0.6756533700137553,69819.59999999999
0.008669770218907932,0.25,0.0,0.5167812929848693,26593.199999999997
0.03593962794347326,0.375,0.0,0.6373452544704264,110229.9
0.012961975208556291,0.5,0.0,0.7727647867950481,39757.399999999994
0.027406571049504145,0.375,0.0,0.3487620357634113,84059.0
0.032508557135785085,0.625,0.0,0.2513755158184319,99706.79999999999
0.06599259465685982,0.625,0.0,0.447455295735901,202402.4
0.03175697620252379,0.25,0.0,0.3233149931224209,97401.7
0.021914301514733427,0.625,0.0,0.4814305364511692,67214.2
0.02106754619666497,0.25,0.0,0.32283356258596974,64617.2
0.020392196065623307,0.625,0.0,0.4088033012379642,62545.899999999994
0.02845873870888301,0.375,0.0,0.34071526822558457,87286.0
0.04871604733704581,0.75,0.0,0.1667125171939477,149415.19999999998
0.03522091298482163,0.625,0.0,0.41946354883081155,108025.59999999999
0.06490687631506692,0.5,0.0,0.6756533700137553,199072.5
0.013341075096241387,0.5,0.0,0.5785419532324622,40920.1
0.04848849611006084,0.375,0.0,0.6756533700137553,148717.3
0.026296659698623576,0.625,0.0,0.6756533700137553,80654.9
0.03191354605378927,0.625,0.0,0.5785419532324622,97881.9
0.027014918185405634,0.5,0.0,0.6756533700137553,82857.79999999999
0.027293594261783422,0.625,0.0,0.6756533700137553,83712.5
0.10713052425109512,0.25,0.0,0.5785419532324622,328572.5
0.03729580586799153,0.75,0.0,0.6756533700137553,114389.29999999999
0.06646664069341729,0.25,0.0,0.6756533700137553,203856.3
0.047151033532195304,0.625,0.0,0.5785419532324622,144615.3
0.09354341081715083,0.375,0.0,0.5793672627235213,286900.8
0.030386875885983367,0.625,0.0,0.604264099037139,93199.59999999999
0.14561886287836096,0.5,0.0,0.5785419532324622,446616.3
0.030534088063922493,0.375,0.0,0.5789546079779917,93651.09999999999
0.01903556166923546,0.25,0.0,0.6756533700137553,58385.1
0.03388938454126061,0.25,0.0,0.6756533700137553,103941.79999999999
0.03062971892059923,0.625,0.0,0.5785419532324622,93944.4
0.025767152329912304,0.375,0.0,0.6756533700137553,79030.9
0.022308236738179832,0.625,0.0,0.6756533700137553,68422.4
0.021817073006513168,0.5,0.0,0.5785419532324622,66916.0
0.06299791095648886,0.625,0.0,0.6756533700137553,193217.69999999998
0.01356908279509594,0.625,0.0,0.6756533700137553,41619.399999999994
0.009894712480922328,0.375,0.0,0.5785419532324622,30350.1
0.009575638644086828,0.375,0.0,0.462242090784044,29371.499999999996
0.0707597586268048,0.5,0.0,0.5785419532324622,217023.3
0.024053328695579138,0.25,0.0,0.6756533700137553,73774.59999999999
0.011582745454624298,0.25,0.0,0.6756533700137553,35527.299999999996
0.015041204574487193,0.625,0.0,0.5785419532324622,46134.399999999994
0.012576712950631883,0.375,0.0,0.6756533700137553,38575.799999999996
0.019462591103226318,0.5,0.0,0.6756533700137553,59694.799999999996
0.026796268159877446,0.375,0.0,0.5789546079779917,82187.2
0.02573428635530264,0.125,0.0,0.5785419532324622,78930.09999999999
0.057498337871804896,0.375,0.0,0.6756533700137553,176350.5
0.034763528171503785,0.375,0.0,0.6756533700137553,106622.79999999999
0.010191419196148473,0.375,0.0,0.5785419532324622,31260.1
0.08774553336569718,0.375,0.0,0.6756533700137553,269118.7
0.24626839952517796,0.625,0.0,0.6756533700137553,755308.6
0.09709704432182088,0.625,0.0,0.5785419532324622,297799.8
0.02985531439385899,0.625,0.0,0.6756533700137553,91569.29999999999
0.709288814544837,0.5,0.0,0.6756533700137553,2175393.0
0.04295628528670199,0.625,0.0,0.3429160935350757,131750.0
0.01500057857809469,0.25,0.0,0.5812242090784044,46009.799999999996
0.06340805093130532,0.625,0.0,0.6756533700137553,194475.59999999998
0.0622992807600987,0.625,0.0,0.5785419532324622,191075.0
0.023776706742614454,0.625,0.0,0.7727647867950481,72926.2
0.29512846373707585,0.625,0.0,0.5785419532324622,905162.5
0.04206913220817582,0.5,0.0,0.5785419532324622,129029.09999999999
0.05742279177738962,0.5,0.0,0.6756533700137553,176118.8
0.03319075434487043,0.75,0.0,0.6756533700137553,101799.09999999999
0.02257595748968773,0.5,0.0,0.5785419532324622,69243.5
0.3022407519369813,0.75,0.0,0.6268225584594223,926975.8999999999
0.04591992889994159,0.75,0.0,0.5785419532324622,140839.5
0.03476147404809068,0.5,0.0,0.5789546079779917,106616.5
0.5745522410372319,0.625,0.0,0.6756533700137553,1762155.7
0.05310936084580586,0.625,0.0,0.6756533700137553,162889.5
0.29001278349470755,0.625,0.0,0.4186382393397524,889472.7
0.028980942527681023,0.5,0.0,0.6756533700137553,88887.59999999999
0.035677156618465516,0.625,0.0,0.6756533700137553,109424.9
0.027974650291194815,0.375,0.0,0.5785419532324622,85801.29999999999
0.2929536035144682,0.375,0.0,0.6756533700137553,898492.2
0.008394061209682406,0.5,0.0,0.6756533700137553,25747.6
0.04867724722813163,0.75,0.0,0.5785419532324622,149296.19999999998
0.02963369730117854,0.5,0.0,0.6756533700137553,90889.59999999999
0.12436621733858184,0.625,0.0,0.6756533700137553,381434.39999999997
0.015056268146183289,0.375,0.0,0.7727647867950481,46180.6
0.008814928273433952,0.375,0.0,0.6756533700137553,27038.399999999998
0.026865651884053404,0.375,0.0,0.6756533700137553,82400.0
0.045456838188254016,0.625,0.0,0.6756533700137553,139419.19999999998
0.038229290841279934,0.5,0.0,0.7727647867950481,117252.29999999999
0.09386613642894295,0.75,0.0,0.7727647867950481,287890.6
0.02941915552247656,0.375,0.0,0.6756533700137553,90231.59999999999
0.0758797753519341,0.25,0.0,0.9669876203576341,232726.4
0.0298829309419685,0.375,0.0,0.6756533700137553,91654.0
0.04379299822363972,0.625,0.0,0.5785419532324622,134316.19999999998
0.13842372503412698,0.625,0.0,0.6756533700137553,424548.8
0.09170611154209662,0.75,0.0,0.7727647867950481,281265.8
0.16304330708391845,0.625,0.0,0.4814305364511692,500057.1
0.014031945270848724,0.5,0.0,0.6756533700137553,43039.0
